Region,Date,Year,Week,Total Tests,Total RSV,Test Positivity Rate,PM2.5,PM10,SO2,O3,NO2,Max.Temp,Min.Temp,Temp.Range,Avg.Temp,Prcp,RH,WS,AP
Antofagasta,2015/1/4,2015,1,3,0,0,10.771775,36.31210321,18.74658077,32.73539815,10.01866946,25.35,10.05,15.3,17.8,0,43.94791667,9.984375,884.5744792
Antofagasta,2015/1/11,2015,2,1,0,0,11.10814375,45.33091571,19.69288719,41.90310828,11.38501774,25.55,11.1,14.45,18.5,0,42.078125,10.515625,884.5888021
Antofagasta,2015/1/18,2015,3,2,0,0,12.23156708,48.56737911,21.28044025,45.38282,11.70362416,24.35,10.5,13.85,17.36875,0,42.22135417,10.22135417,885.6125
Antofagasta,2015/1/25,2015,4,3,0,0,11.18182833,35.98285375,13.66936203,37.06166132,11.6197153,24.3,10.3,14,17.41875,0,47.64583333,10.25208333,885.9791667
Antofagasta,2015/2/1,2015,5,4,0,0,11.18163944,41.95307857,18.75765502,31.84066305,13.66569309,25.4,11.5,13.9,18.63125,0,53.89322917,10.0859375,884.3809896
Antofagasta,2015/2/8,2015,6,2,0,0,11.73958971,45.06608732,16.7739271,31.34070135,12.57274546,25.75,13.15,12.6,18.8125,0,59.97135417,9.809895833,884.5575521
Antofagasta,2015/2/15,2015,7,2,0,0,12.88884704,48.56855768,20.44691697,30.24875718,16.56620856,25.5,12.65,12.85,18.725,0,63.45052083,9.190104167,885.5317708
Antofagasta,2015/2/22,2015,8,1,0,0,15.42753175,52.18607036,18.47720195,33.12897963,17.67639814,25.5,10.75,14.75,17.9375,0,55.98697917,9.723958333,885.2544271
Antofagasta,2015/3/1,2015,9,2,0,0,13.27239267,38.35013857,10.7064439,26.679569,15.14745164,25,10.3,14.7,17.61875,0,57.24479167,10.08333333,885.2315104
Antofagasta,2015/3/8,2015,10,1,0,0,13.08711025,46.41106911,12.01392665,25.0012161,16.59929245,24.5,10.2,14.3,17.09375,0,58.51460598,10.04427083,884.4630208
Antofagasta,2015/3/15,2015,11,1,0,0,15.60873542,64.12770661,17.38648973,31.56119278,20.39878161,25.45,11.7,13.75,18.35,0,60.8203125,9.651041667,882.7692708
Antofagasta,2015/3/22,2015,12,1,0,0,13.09220563,57.58063321,13.49254273,30.24908058,20.10179331,24.25,12.95,11.3,18.2375,0,67.01302083,8.630208333,885.3411458
Antofagasta,2015/3/29,2015,13,1,0,0,12.13721888,45.72961054,18.59994649,21.96191638,20.70577845,23.55,10.75,12.8,17.10625,20.65,73.8046875,8.484375,886.3677083
Antofagasta,2015/4/5,2015,14,3,0,0,13.09549773,53.04926679,20.12894427,31.124065,21.43201634,24.15,10.7,13.45,16.79375,0,52.3984375,9.174479167,885.7320313
Antofagasta,2015/4/12,2015,15,4,0,0,14.82769427,61.77758071,13.59351884,29.81798225,22.49339265,24.4,9.3,15.1,16.74375,0,48.015625,9.143229167,884.0382813
Antofagasta,2015/4/19,2015,16,2,0,0,15.61485281,59.92981214,9.98040137,26.40804898,22.60673445,23.9,10.2,13.7,16.6,0,50.52864583,8.958333333,885.9216146
Antofagasta,2015/4/26,2015,17,4,0,0,17.77704813,70.28851661,12.67837331,23.7320671,26.64300398,23.95,8.6,15.35,16.0875,0,46.98697917,9.671875,885.4916667
Antofagasta,2015/5/3,2015,18,2,1,0.5,20.87352388,76.95182964,12.70134604,22.75138723,25.68138833,24.65,9.2,15.45,15.99375,0,51.4453125,8.841145833,884.9161458
Antofagasta,2015/5/10,2015,19,5,0,0,20.072499,69.35544589,11.78971901,15.5599304,28.73441079,24.8,7.85,16.95,14.94375,0,47.85824275,9.673120471,885.4369452
Antofagasta,2015/5/17,2015,20,3,0,0,22.09141233,77.37978732,13.33548953,17.3749345,31.24758105,22.45,6.35,16.1,14.0875,0,43.3671875,9.302083333,885.4377604
Antofagasta,2015/5/24,2015,21,6,1,0.166666667,21.16588577,63.08616643,9.686790496,18.13596208,27.596191,22.3,6.7,15.6,14.225,0,44.88541667,9.661458333,887.4398438
Antofagasta,2015/5/31,2015,22,6,1,0.166666667,25.13127869,77.12057375,10.56087105,15.65143545,33.47441168,22.05,6.45,15.6,13.575,0,47.5381567,9.829483696,886.8509058
Antofagasta,2015/6/7,2015,23,6,1,0.166666667,25.1332989,84.84365875,13.1195714,11.30256785,34.84757895,25.1,5.45,19.65,13.475,0,38.44010417,10.0078125,886.4122396
Antofagasta,2015/6/14,2015,24,6,0,0,20.68497073,62.81574571,9.093244973,15.23676683,29.1163778,21.75,6.15,15.6,12.99375,0,42.51302083,10.2734375,887.0002604
Antofagasta,2015/6/21,2015,25,9,1,0.111111111,31.44909188,83.09437304,14.15501865,16.66972773,38.63170993,23,5.05,17.95,13.4109375,0,41.68340774,10.48102679,885.305878
Antofagasta,2015/6/28,2015,26,2,1,0.5,27.55606875,84.70820232,12.30128146,20.77886038,38.57552143,22.8,7.45,15.35,13.7375,0,41.77468297,10.71637228,885.9222713
Antofagasta,2015/7/5,2015,27,7,0,0,29.16439583,84.07244464,15.33605636,31.32529575,37.8450439,20.45,6.35,14.1,12.6875,0,42.75520833,9.606770833,885.5364583
Antofagasta,2015/7/12,2015,28,5,1,0.2,22.51612833,66.22373161,11.58374156,10.1364977,34.28975157,20.6,3.95,16.65,11.2875,0,42.44701087,10.15104167,886.7
Antofagasta,2015/7/19,2015,29,6,0,0,18.66843469,57.9779275,9.559963994,17.31894955,27.05492244,19.75,2.1,17.65,10.63125,0.1,41.46263587,10.44791667,887.7148438
Antofagasta,2015/7/26,2015,30,2,0,0,26.21176196,64.99648357,12.791462,16.05039223,34.17449031,22.05,4.15,17.9,11.9,0,42.953125,10.23697917,887.1606771
Antofagasta,2015/8/2,2015,31,6,2,0.333333333,19.96829802,57.22392625,10.27388804,14.70537653,27.36950648,22.85,4.5,18.35,12.7875,0,39.63020833,11.26875,885.8140625
Antofagasta,2015/8/9,2015,32,18,1,0.055555556,14.9070505,42.00078429,8.117799158,16.49225499,23.26521926,22.35,4.5,17.85,12.54375,7,45.61458333,10.3046875,884.8960938
Antofagasta,2015/8/16,2015,33,6,0,0,11.39846008,44.994885,8.082630651,18.84809194,22.35155746,19.4,3.45,15.95,10.89375,5.3,50.62239583,11.38020833,886.73125
Antofagasta,2015/8/23,2015,34,7,1,0.142857143,14.60209481,46.55667125,10.74989905,20.78113777,24.92509253,21.4,3.45,17.95,12.60625,0,46.29947917,10.4140625,886.1776042
Antofagasta,2015/8/30,2015,35,16,1,0.0625,16.38494896,51.56139089,10.61515729,13.066242,27.34562108,24.95,6.55,18.4,14.2125,0,42.53883605,11.12850996,885.782303
Antofagasta,2015/9/6,2015,36,6,0,0,15.27118623,46.9282275,12.80553943,16.94135457,26.08150391,23.1,7.65,15.45,14.6625,0,44.59375,10.21614583,886.1742188
Antofagasta,2015/9/13,2015,37,11,0,0,13.25836771,36.67237411,12.53108788,19.34777985,22.12495849,22.4,6.15,16.25,13.65,0,44.30932971,10.77060688,886.3171988
Antofagasta,2015/9/20,2015,38,5,0,0,13.74157779,39.57680786,13.33276211,19.13211125,22.18347313,23.75,7.25,16.5,14.98359375,0,40.13043478,10.89787138,885.7332541
Antofagasta,2015/9/27,2015,39,5,0,0,10.9145671,36.53976929,11.53497018,21.37262278,18.92963775,23.75,6.25,17.5,14.75,0,41.5703125,11.9765625,885.7651042
Antofagasta,2015/10/4,2015,40,9,0,0,12.61066865,34.38688339,9.05883602,20.24393473,18.21593265,23.4,6.25,17.15,14.8375,0,41.109375,10.671875,885.1333333
Antofagasta,2015/10/11,2015,41,10,1,0.1,11.33475852,33.76838821,12.06301776,23.43280083,17.21394752,23.4,6.35,17.05,14.65,0.1,44.80989583,11.52864583,886.4796875
Antofagasta,2015/10/18,2015,42,4,0,0,11.56821967,35.13537911,10.77329787,22.52561973,18.17614738,22.25,5.55,16.7,14.3625,0,41.47395833,11.359375,886.1898438
Antofagasta,2015/10/25,2015,43,9,1,0.111111111,10.24727904,34.03196429,9.519331724,17.4921572,17.95804165,22.85,9.5,13.35,16.3375,0,48.6171875,10.76822917,886.3872396
Antofagasta,2015/11/1,2015,44,9,1,0.111111111,9.097574333,34.07350875,13.46827825,28.15795658,14.38543523,23.15,7.8,15.35,16.05625,0,44.2421875,11.45572917,886.7820313
Antofagasta,2015/11/8,2015,45,5,0,0,9.90793975,35.44635446,11.24492693,31.6067885,15.05134275,22.75,5.9,16.85,14.91875,0,42.91632699,11.4453125,886.4921535
Antofagasta,2015/11/15,2015,46,5,0,0,9.354132542,30.50097339,14.60715173,30.36915875,15.01141272,24.1,7.85,16.25,16.66875,0,40.56770833,11.56487772,885.2716033
Antofagasta,2015/11/22,2015,47,4,0,0,8.564878542,31.65788625,11.98894119,31.00490925,16.79209538,23.8,8.35,15.45,16.43125,0,39.90885417,11.41666667,884.5682292
Antofagasta,2015/11/29,2015,48,9,0,0,9.485967708,32.69169143,12.7045178,29.45744025,17.76585536,23.95,8.55,15.4,16.85,0,43.66666667,11.11197917,884.3658854
Antofagasta,2015/12/6,2015,49,5,0,0,9.677589479,38.52893857,15.56816699,31.568446,13.52107586,24.35,9.2,15.15,17.3125,0,39.62760417,11.015625,884.7630208
Antofagasta,2015/12/13,2015,50,2,0,0,9.225218229,36.14346982,19.54662626,38.74198475,11.90616819,25.25,10.95,14.3,18.125,0,41.7890625,11.02864583,884.9471354
Antofagasta,2015/12/20,2015,51,2,0,0,9.337965625,36.82922107,16.11458977,36.693699,12.15645729,25,10.75,14.25,18.05390625,0,43.18874547,11.13032156,884.3850543
Antofagasta,2015/12/27,2015,52,1,0,0,9.614906042,39.74442411,15.69325299,38.77123775,12.05098918,25.25,10.6,14.65,18.45,0,41.06646286,11.18716033,883.7960145
Antofagasta,2016/1/10,2016,1,3,0,0,9.92406553,35.7050461,13.83604905,34.22945782,12.91906868,25.8,11.05,14.75,18.47272727,0,45.11036501,11.06387741,885.0566632
Antofagasta,2016/1/17,2016,2,4,0,0,8.264695313,33.84723089,11.85644386,25.30530545,11.99739355,25.5,11.3,14.2,18.425,0,44.58854167,11.1328125,885.7486979
Antofagasta,2016/1/24,2016,3,1,0,0,9.406721104,37.27431732,12.78519488,33.04688711,14.01154318,25.85,12.25,13.6,18.93125,0,47.7734375,10.89583333,885.1148438
Antofagasta,2016/1/31,2016,4,5,0,0,8.314105,31.80988875,12.98968588,31.57247135,14.95201001,26.5,12.15,14.35,18.99375,0,52.66666667,10.5078125,885.4552083
Antofagasta,2016/2/7,2016,5,4,0,0,8.70074025,36.97472786,14.52964762,35.5264945,13.10042644,26.05,11.7,14.35,19.03125,0,49.79166667,10.41927083,884.9458333
Antofagasta,2016/2/14,2016,6,1,0,0,8.881582729,37.5445925,14.57993386,37.1724535,13.28164705,26.35,12.8,13.55,19.5,0,47.76302083,10.65885417,884.6104167
Antofagasta,2016/2/21,2016,7,1,0,0,9.933591875,42.58028607,13.52119284,38.04892875,14.3171944,26.2,13,13.2,19.1375,0,52.6015625,10.60234375,882.6380208
Antofagasta,2016/2/28,2016,8,3,0,0,10.67783063,45.46986089,16.79469346,37.4039785,16.81213876,26.25,13.4,12.85,19.4625,0,62.69270833,9.307291667,883.9177083
Antofagasta,2016/3/6,2016,9,3,0,0,11.14332042,48.24916036,14.41369821,38.004694,18.75483782,26.35,11.45,14.9,18.85,0,55.0078125,9.846354167,885.2666667
Antofagasta,2016/3/13,2016,10,3,0,0,10.80329688,43.38587054,11.95602121,34.7353944,18.23040547,25.3,11,14.3,17.8625,0,55.78125,9.6484375,886.1442708
Antofagasta,2016/3/20,2016,11,4,0,0,11.22642688,46.74611304,11.5361455,36.64978275,19.79786087,25.1,12.1,13,18.23125,0,54.94791667,10.40885417,885.2033854
Antofagasta,2016/3/27,2016,12,5,0,0,13.80339425,56.46733661,14.62121891,42.0803915,20.3328909,24.7,9.3,15.4,17.2875,0,53.15625,10.02604167,884.9317708
Antofagasta,2016/4/3,2016,13,1,0,0,12.52188717,45.09794054,10.03447048,29.80986785,20.78220362,24.05,10.7,13.35,17.15,0,58.01041667,9.786458333,886.159375
Antofagasta,2016/4/10,2016,14,5,0,0,11.47474523,44.72489536,10.82967912,25.21615056,21.72585082,23.6,8.55,15.05,16.775,0,61.34114583,9.989583333,885.2992188
Antofagasta,2016/4/17,2016,15,5,0,0,12.62004452,38.02314179,10.08712502,24.85282083,21.18778589,24,8.55,15.45,15.65,0,51.53385417,9.625,885.1625
Antofagasta,2016/4/24,2016,16,3,0,0,10.15899965,35.73462518,8.981935745,28.00575915,20.24579838,22.6,7.6,15,15.06875,0.3,53.13541667,10.18489583,885.6666667
Antofagasta,2016/5/1,2016,17,6,1,0.166666667,17.77398471,61.48354411,8.316400644,28.56311308,30.42456134,23.85,6.3,17.55,14.325,0,50.640625,10.05989583,885.3059896
Antofagasta,2016/5/8,2016,18,8,1,0.125,18.65559646,52.82661393,8.564764854,27.3667891,25.69759509,22.95,8.05,14.9,14.625,0,52.94791667,9.408854167,886.0549479
Antofagasta,2016/5/15,2016,19,12,4,0.333333333,16.03977656,47.45133232,7.154203951,23.04801853,25.40709984,23.35,7.15,16.2,14.35625,0,53.45618207,9.45629529,886.0903646
Antofagasta,2016/5/22,2016,20,13,7,0.538461538,15.76925146,50.66019339,5.485982509,24.3448905,22.70566464,21.8,5.5,16.3,13.20625,0,45.7035779,10.63858696,886.1541667
Antofagasta,2016/5/29,2016,21,11,3,0.272727273,20.60531938,63.49005089,8.106327734,24.52011695,28.65930609,21.95,6.15,15.8,13.56875,0,43.421875,9.783854167,886.8861979
Antofagasta,2016/6/5,2016,22,17,6,0.352941176,14.67619167,42.23197018,6.336719883,25.61019668,22.62943005,21.6,3.8,17.8,11.30625,0,52.3828125,9.973958333,886.2489583
Antofagasta,2016/6/12,2016,23,10,3,0.3,23.54248979,60.94596786,8.93335587,25.67977055,29.2959332,23.55,4.8,18.75,11.75,0,47.41666667,10.73177083,887.5265625
Antofagasta,2016/6/19,2016,24,15,3,0.2,27.6769825,62.37595875,9.772226978,24.63250335,30.94696553,23.55,2.95,20.6,12.29375,0,46.171875,9.916666667,887.4403646
Antofagasta,2016/6/26,2016,25,11,3,0.272727273,28.41900083,65.62534946,10.50725512,24.8287459,30.6855151,19.85,2.05,17.8,10.4,2.2,47.90104167,10.02864583,886.5265625
Antofagasta,2016/7/3,2016,26,14,3,0.214285714,24.78867833,64.19092464,10.75542005,23.2327228,30.33025033,19.85,2.05,17.8,12.23125,0.1,51.96614583,9.372395833,886.1830729
Antofagasta,2016/7/10,2016,27,18,3,0.166666667,22.73522896,58.38651393,10.89373894,25.5350515,29.33760915,20.25,3.75,16.5,11.975,2.7,57.75260417,8.802083333,887.0830729
Antofagasta,2016/7/17,2016,28,14,1,0.071428571,18.29568746,48.14901196,8.920155081,29.5399293,27.63880167,19.4,3.85,15.55,10.9875,0,48.72916667,9.994791667,887.1625
Antofagasta,2016/7/24,2016,29,16,4,0.25,21.64853985,53.49372625,9.36886144,25.61888683,27.56508476,21.1,3.05,18.05,11.89375,0,41.4140625,10.40364583,887.2598958
Antofagasta,2016/7/31,2016,30,18,5,0.277777778,17.46714792,54.24076982,10.46300611,27.48749325,26.86019721,22.4,4.15,18.25,12.16875,0,43.4945567,11.046875,885.8755208
Antofagasta,2016/8/7,2016,31,11,1,0.090909091,18.81835908,53.89594839,12.33599621,24.77796965,28.63762535,21.35,5.7,15.65,12.8625,0,42.25520833,9.927864583,886.6773438
Antofagasta,2016/8/14,2016,32,14,1,0.071428571,20.59032946,50.43855482,19.16691024,21.84945648,30.41709458,20.95,5.55,15.4,12.39375,0,43.07291667,9.986979167,886.9109375
Antofagasta,2016/8/21,2016,33,13,0,0,18.30296188,44.20994661,19.3368463,27.29898658,23.61053108,22.85,5.6,17.25,13.2,0,40.25124547,11.24365942,886.1695652
Antofagasta,2016/8/28,2016,34,5,0,0,15.36897063,42.46814482,20.20243748,31.31548718,23.79350231,22.85,5.6,17.25,13.31875,0,41.69010417,11.41666667,886.1575521
Antofagasta,2016/9/4,2016,35,9,1,0.111111111,14.55778973,50.33825,18.87507278,32.88079585,22.76509296,22.5,2.3,20.2,11.3125,0,44.05598958,11.89583333,887.4966146
Antofagasta,2016/9/11,2016,36,7,0,0,17.38682977,57.37682446,26.02880715,33.5608105,27.83068364,22.25,4.6,17.65,12.75625,0,42.81770833,11.06510417,887.4299479
Antofagasta,2016/9/18,2016,37,11,0,0,17.02747165,43.09658393,15.51233733,32.33993875,22.43738347,22.5,5.9,16.6,13.70625,0,43.37239583,11.29947917,887.1148438
Antofagasta,2016/9/25,2016,38,11,0,0,15.96244394,46.62444446,21.6218427,36.28404675,22.98725643,22.5,8.65,13.85,15.01875,0,42.80729167,10.85677083,885.7575521
Antofagasta,2016/10/2,2016,39,9,0,0,12.06759758,41.95125339,16.94153963,36.6764265,19.48585526,21.8,8,13.8,14.75,0,44.13020833,11.60677083,886.3880208
Antofagasta,2016/10/9,2016,40,8,0,0,10.46568625,40.69710911,14.72502553,34.9051255,19.499636,23.9,8.35,15.55,15.09375,0,44.3515625,11.35416667,885.4609375
Antofagasta,2016/10/16,2016,41,11,0,0,10.30783694,34.426225,11.67802218,28.2500925,16.4784988,22.6,7.3,15.3,14.6875,0,43.79947917,11.27864583,885.8559896
Antofagasta,2016/10/23,2016,42,6,0,0,9.623769583,27.58150839,11.74897113,36.13768375,14.80797839,22.1,5.85,16.25,14.51875,0,44.52604167,12.6796875,885.9572917
Antofagasta,2016/10/30,2016,43,7,0,0,10.05849683,32.52330054,16.35335053,37.41834775,15.16753767,23.1,8,15.1,15.55625,0,43.21875,11.38802083,885.8950521
Antofagasta,2016/11/6,2016,44,1,0,0,10.33908771,33.57108393,14.38394402,34.487278,13.71163524,24.15,8.1,16.05,16.04375,0,42.8671875,11.63541667,885.765625
Antofagasta,2016/11/13,2016,45,1,0,0,10.02570958,38.41081214,23.39310074,37.9410185,15.21008372,23.65,10,13.65,16.80625,0,43.5234375,10.71354167,885.6117188
Antofagasta,2016/11/20,2016,46,2,0,0,11.2755375,37.77597304,19.25566274,36.54643808,14.28023031,22.05,7.95,14.1,15.5125,0,48.6015625,11.31770833,885.31875
Antofagasta,2016/11/27,2016,47,2,0,0,9.031241458,31.54785786,19.63445865,34.9657385,12.14351443,23.25,7.65,15.6,16.1375,0,43.625,11.4453125,885.3838542
Antofagasta,2016/12/4,2016,48,9,1,0.111111111,11.15810563,38.22591393,18.25139619,44.069865,13.45631738,23.6,9.85,13.75,17.15,0,45.00260417,10.9375,885.3833333
Antofagasta,2016/12/11,2016,49,2,0,0,10.07688667,32.41538375,13.13107066,38.19224273,12.88476518,23.75,9.2,14.55,16.58125,0,51.20969203,11.32238451,885.5559216
Antofagasta,2016/12/18,2016,50,2,0,0,11.47885417,39.60179018,18.61014755,40.86143198,14.58546547,24.6,9.2,15.4,17.55625,0,48.92708333,11.33359375,885.0898438
Antofagasta,2016/12/25,2016,51,6,0,0,12.4676875,37.40292107,16.05712457,38.79379,13.16547268,24.3,10.25,14.05,17.66875,0,53.31770833,10.81770833,884.4309896
Antofagasta,2016/12/31,2016,52,4,0,0,9.401073595,33.57203673,14.49826284,36.19583801,12.28489371,24.05,10.5,13.55,17.61428571,0,52.83333333,10.88988095,884.4422619
Antofagasta,2017/1/8,2017,1,4,0,0,11.5841155,37.46582825,19.36210821,38.94071705,12.80574251,25.4,11.05,14.35,18.45555556,0,53.22685185,10.69907407,884.3502315
Antofagasta,2017/1/15,2017,2,8,0,0,8.934911833,34.51640821,22.34617437,37.1341502,12.59954039,25.3,12.7,12.6,18.9875,0,61.58854167,10.08671875,884.1755208
Antofagasta,2017/1/22,2017,3,6,0,0,12.34977421,46.290015,29.07397714,50.0013248,17.29453184,27.3,13.6,13.7,20.275,0,62.82291667,9.583333333,884.5223958
Antofagasta,2017/1/29,2017,4,6,0,0,14.6450015,57.806635,26.07969427,52.61258625,16.39864099,27.55,15.1,12.45,20.55625,0.1,62.82552083,9.911458333,884.8122396
Antofagasta,2017/2/5,2017,5,3,0,0,15.46024981,50.01000946,20.6955413,47.9218481,15.29226886,26.25,12.95,13.3,20.0375,0,57.78125,10.62083333,883.9039063
Antofagasta,2017/2/12,2017,6,3,0,0,9.893773292,43.09786696,27.94934945,37.20571225,13.91643281,25.35,11.55,13.8,18.29375,0,55.21875,10.22760417,884.0028646
Antofagasta,2017/2/19,2017,7,2,0,0,8.399609833,39.81208071,17.77790749,32.98096533,13.78177933,24.65,11.55,13.1,17.925,0,62.26675725,9.545742754,885.4778646
Antofagasta,2017/2/26,2017,8,4,0,0,10.64225125,40.99155661,20.78778355,31.93219873,13.62132862,25.65,12.85,12.8,19.45625,0,58.81770833,9.502604167,884.6760417
Antofagasta,2017/3/5,2017,9,8,0,0,11.59989767,34.33465339,16.25859725,28.49557025,13.56947105,25.1,13.4,11.7,19.40625,0,62.5,9.635416667,883.9658854
Antofagasta,2017/3/12,2017,10,1,0,0,20.45630704,46.51021589,21.15080797,33.20001615,17.84819125,24.65,11.65,13,17.96875,0,57.13541667,9.7734375,883.8708333
Antofagasta,2017/3/19,2017,11,4,0,0,12.87765867,50.00749304,15.77172576,38.2262573,18.03481356,24.6,11.6,13,17.71875,0,59.14583333,9.322916667,885.2104167
Antofagasta,2017/3/26,2017,12,10,0,0,11.89690375,45.01730625,11.406081,33.89535433,19.66215249,24,10.2,13.8,16.9625,0,62.66927083,9.453125,885.7460938
Antofagasta,2017/4/2,2017,13,8,1,0.125,10.57602783,43.57232357,13.44002147,26.56804623,19.05616305,23.15,10.5,12.65,16.35625,0,62.64322917,9.661458333,885.6992188
Antofagasta,2017/4/9,2017,14,4,1,0.25,12.92009633,45.43610964,15.53716502,25.66793338,20.00235706,23,8.3,14.7,15.39375,0,55.88541667,9.6953125,885.0861979
Antofagasta,2017/4/16,2017,15,10,0,0,11.89732917,47.23498464,17.69579227,25.8474657,23.55420322,23.7,7.65,16.05,15.075,0,55.12850996,9.790987319,884.6587296
Antofagasta,2017/4/23,2017,16,19,4,0.210526316,12.75187979,41.52144554,14.65004555,22.37947845,28.37866027,23.7,8.75,14.95,15,0.1,57.84895833,10.23177083,885.4192708
Antofagasta,2017/4/30,2017,17,14,2,0.142857143,17.35104604,52.72299429,26.76163318,21.68078745,39.49131173,21.95,6.75,15.2,14.26875,0,51.3828125,9.78125,885.6773438
Antofagasta,2017/5/7,2017,18,12,2,0.166666667,19.24710542,56.71309536,14.72235919,24.0714705,26.57851998,21.7,6.7,15,13.99375,0,45.70833333,10.19270833,886.2278646
Antofagasta,2017/5/14,2017,19,11,1,0.090909091,14.96180563,41.89158196,11.06850448,15.19,23.84958354,24.2,5.5,18.7,14.575,0,55.60416667,9.901041667,886.2429688
Antofagasta,2017/5/21,2017,20,19,9,0.473684211,16.01736104,44.35772411,13.77677417,16.7825,25.8974546,20.85,3.5,17.35,12.0875,0,52.96614583,10.359375,886.1815104
Antofagasta,2017/5/28,2017,21,20,6,0.3,19.85416667,57.81937768,20.73099759,10.78,32.2661862,20.35,5.2,15.15,13.21875,0.15,57.953125,9.317708333,886.5148438
Antofagasta,2017/6/4,2017,22,19,3,0.157894737,22.54166667,63.89029429,19.15201398,16.5375,32.406829,20.5,6.9,13.6,12.89375,0,48.43489583,10.4765625,887.0984375
Antofagasta,2017/6/11,2017,23,14,6,0.428571429,21.99851192,60.75774125,21.01431579,12.6175,35.15663803,20.3,5.95,14.35,12.35,11.2,57.60416667,9.197916667,886.9526042
Antofagasta,2017/6/18,2017,24,14,3,0.214285714,16.81547625,53.10121464,13.65237149,17.41249998,29.0044802,20.5,4.25,16.25,11.925,0,49.16145833,10.65364583,887.0875
Antofagasta,2017/6/25,2017,25,10,3,0.3,17.5,55.75968839,13.00419028,15.5575,29.81977111,20.25,4.1,16.15,11.9,0,47.43229167,10.921875,886.1117188
Antofagasta,2017/7/2,2017,26,5,1,0.2,17.66666667,52.72171,13.86378961,15.19,28.87616268,21,6.45,14.55,12.64375,0,50.19010417,10.28645833,886.959375
Antofagasta,2017/7/9,2017,27,9,1,0.111111111,20.58333333,62.03047679,13.63771464,12.985,32.67560203,20.95,5.7,15.25,12.25625,0,44.30729167,10.24739583,887.3752604
Antofagasta,2017/7/16,2017,28,10,3,0.3,16.99913194,52.23174929,11.19957539,17.885,28.2833733,22.3,6.15,16.15,12.70625,0,41.671875,11.78645833,887.7059896
Antofagasta,2017/7/23,2017,29,4,0,0,19.54166667,59.75913482,20.7281101,14.945,33.78763965,20.4,5.1,15.3,11.5875,0,43.45833333,10.98958333,887.5570313
Antofagasta,2017/7/30,2017,30,8,1,0.125,19.8125,56.75183054,17.13308758,14.455,33.08068915,21.3,5.65,15.65,12.5,0,44.29947917,11.01302083,886.7052083
Antofagasta,2017/8/6,2017,31,6,1,0.166666667,19.43402777,63.00081732,18.38342544,19.2325,32.68510073,20.35,2.5,17.85,11.8125,0,41.33276721,11.06770833,887.8408854
Antofagasta,2017/8/13,2017,32,11,0,0,15.984375,44.22557339,10.93518873,17.5175,26.32060677,21.05,2.85,18.2,11.55,0,44.17130888,11.30729167,887.2606771
Antofagasta,2017/8/20,2017,33,4,0,0,16.64285708,44.19730214,14.28868319,17.15,24.06523422,20.15,2.85,17.3,10.9625,0,41.7984375,11.45833333,887.0533854
Antofagasta,2017/8/27,2017,34,9,1,0.111111111,14.57552083,44.01741,12.20498262,23.1525,24.31060911,22.35,4.35,18,12.3,0,41.546875,11.78645833,886.4622396
Antofagasta,2017/9/3,2017,35,6,0,0,12.24404763,41.57931536,13.63325687,26.8275,23.96132745,21.95,5.6,16.35,13.58125,0,41.76041667,11.375,887.396875
Antofagasta,2017/9/10,2017,36,8,1,0.125,11.89583333,45.24788411,15.71451994,26.5825,22.68621698,21.65,5.6,16.05,13.28125,0,43.93697917,11.41145833,886.9539062
Antofagasta,2017/9/17,2017,37,13,1,0.076923077,12.66666667,42.48851911,17.95186755,28.175,21.99124125,21.1,4.5,16.6,12.99375,0,45.484375,12.11458333,887.4632813
Antofagasta,2017/9/24,2017,38,13,2,0.153846154,13.42708333,36.99681893,13.84635105,32.9525,17.57576797,21.85,7.35,14.5,14.4375,0,47.78645833,11.0625,886.7356771
Antofagasta,2017/10/1,2017,39,11,0,0,11.734375,41.64334161,16.54984128,26.95,20.97240604,23.05,7,16.05,14.0875,0,42.921875,11.49739583,885.7307292
Antofagasta,2017/10/8,2017,40,8,1,0.125,11.31956854,33.69347411,11.53542975,25.97,16.50016557,22.7,3.05,19.65,13.2875,0,43.02581522,11.89923007,886.4961617
Antofagasta,2017/10/15,2017,41,5,0,0,11.45535708,35.117135,22.33800701,31.9725,14.44053686,23,6.5,16.5,14.2625,0,42.67708333,12.140625,885.4742188
Antofagasta,2017/10/22,2017,42,11,0,0,12.09635417,38.89706089,16.26585326,31.9725,17.30782673,23.2,8.8,14.4,15.975,0,43.6576087,11.55,884.873313
Antofagasta,2017/10/29,2017,43,6,0,0,9.577505063,33.06522964,16.48356224,34.1775,13.73014431,22.7,6.35,16.35,14.63125,0.5,42.15885417,11.66145833,885.8117188
Antofagasta,2017/11/5,2017,44,2,0,0,9.675595417,30.16634518,14.28787607,25.725,15.98355097,21.3,6.35,14.95,14.0125,0,42.89322917,11.72916667,886.4966146
Antofagasta,2017/11/12,2017,45,7,0,0,9.895833333,33.12760696,15.51714593,31.2375,14.70569664,23.6,8.1,15.5,16.00625,0.1,47.35677083,11.09375,884.3651947
Antofagasta,2017/11/19,2017,46,2,0,0,9.375,34.75238625,15.52174272,34.1775,13.14590306,23.35,8.3,15.05,16.33125,0.1,47.71614583,10.71614583,884.9729167
Antofagasta,2017/11/26,2017,47,3,0,0,10.64583333,39.89474054,21.46623706,36.505,15.79631084,22.6,8.3,14.3,15.575,0,43.64583333,11.70572917,885.4317708
